unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
94,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/94.jpg,Cyphogastra buyri sulcicollis,Cyphogastra buyri sulcicollis,Buprestidae,"",Cyphogastra,buyri,sulcicollis,AU,ID,Indonesia,Tanimbar Islands ,Saumlaki,,Dorsal
95,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/95.jpg,Cyphogastra callipyga,Cyphogastra callipyga,Buprestidae,"",Cyphogastra,callipyga,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
1692,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/1692.jpg,Calcodes striatus,Calcodes striatus,Lucanidae,"",Calcodes,striatus,,OL,,,,,,Dorsal
96,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/96.jpg,Cyphogastra farinosa,Cyphogastra farinosa,Buprestidae,"",Cyphogastra,farinosa,,OL,ID,Indonesia,Java,Blitar,,Lateral
97,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/97.jpg,Cyphogastra farinosa,Cyphogastra farinosa,Buprestidae,"",Cyphogastra,farinosa,,OL,ID,Indonesia,Java,Blitar,,Dorsal
98,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/98.jpg,Cyphogastra javanica,Cyphogastra javanica,Buprestidae,"",Cyphogastra,javanica,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
99,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/99.jpg,Cyphogastra pistor,Cyphogastra pistor,Buprestidae,"",Cyphogastra,pistor,,AU,AU,Australia,Western Australia ,Broome,10/02/1947,Dorsal
100,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/100.jpg,Cyphogastra pistor,Cyphogastra pistor,Buprestidae,"",Cyphogastra,pistor,,AU,AU,Australia,Western Australia ,Broome,10/02/1947,Dorsal
101,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/101.jpg,Cyphogastra vulnerata,Cyphogastra vulnerata,Buprestidae,"",Cyphogastra,vulnerata,,AU,AU,Australia,,,,Dorsal
102,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/102.jpg,Cyphogastra vulnerata,Cyphogastra vulnerata,Buprestidae,"",Cyphogastra,vulnerata,,AU,AU,Australia,,,,Ventral
103,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/103.jpg,Cyphogenia javanica,Cyphogenia javanica,Buprestidae,"",Cyphogenia,javanica,,AU,ID,Indonesia,Maluku ,Kai Islands ,,Dorsal
104,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/104.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
105,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/105.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
106,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/106.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
107,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/107.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Dorsal
108,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/108.jpg,Cyria australis,Cyria australis,Buprestidae,"",Cyria,australis,,AU,AU,Australia,New South Wales ,,15/01/1920,Ventral
109,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/109.jpg,Cyria vittigera,Cyria vittigera,Buprestidae,"",Cyria,vittigera,,AU,AU,Australia,Western Australia ,Perth,,Dorsal
110,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/110.jpg,Cyria vittigera,Cyria vittigera,Buprestidae,"",Cyria,vittigera,,AU,AU,Australia,Western Australia ,Perth,,Lateral
111,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/111.jpg,Damarsila albicincta,Damarsila albicincta,Buprestidae,"",Damarsila,albicincta,,AT,,,,,,Dorsal
112,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/112.jpg,Damarsila amaurotica boucardi,Damarsila amaurotica boucardi,Buprestidae,"",Damarsila,amaurotica,boucardi,AT,TZ,"Tanzania, United Republic of ",,Madibira,,Dorsal
113,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/113.jpg,Damarsila amaurotica boucardi,Damarsila amaurotica boucardi,Buprestidae,"",Damarsila,amaurotica,boucardi,AT,TZ,"Tanzania, United Republic of ",,,,Dorsal
114,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/114.jpg,Damarsila foveicollis,Damarsila foveicollis,Buprestidae,"",Damarsila,foveicollis,,AT,NA,Namibia,,Windhoek,,Ventral
115,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/115.jpg,Damarsila foveicollis,Damarsila foveicollis,Buprestidae,"",Damarsila,foveicollis,,AT,NA,Namibia,,Windhoek,,Dorsal
116,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/116.jpg,Damarsila gorila,Damarsila gorila,Buprestidae,"",Damarsila,gorila,,AT,CD,"Congo, The Democratic Republic of the",,,,Dorsal
117,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/117.jpg,Damarsila pupillata,Damarsila pupillata,Buprestidae,"",Damarsila,pupillata,,AT,CD,"Congo, The Democratic Republic of the",Katanga ,Kafakumba,04/1939,Dorsal
118,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/118.jpg,Diadoxus scalaris,Diadoxus scalaris,Buprestidae,"",Diadoxus,scalaris,,AU,AU,Australia,New South Wales ,Illawarra ,,Dorsal
119,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/119.jpg,Dicercomorpha alluaudi,Dicercomorpha alluaudi,Buprestidae,"",Dicercomorpha,alluaudi,,AT,SC,Seychelles,La Digue ,,1892,Dorsal
120,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/120.jpg,Dicercomorpha argenteoguttata,Dicercomorpha argenteoguttata,Buprestidae,"",Dicercomorpha,argenteoguttata,,OL,PH,Philippines,,,,Dorsal
121,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/121.jpg,Dicercomorpha farinosa,Dicercomorpha farinosa,Buprestidae,"",Dicercomorpha,farinosa,,OL,IN,India,Andaman Islands,,,Dorsal
122,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/122.jpg,Dicercomorpha mutabilis,Dicercomorpha mutabilis,Buprestidae,"",Dicercomorpha,mutabilis,,OL,PH,Philippines,,,,Dorsal
123,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/123.jpg,Ectogonia angulicollis,Ectogonia angulicollis,Buprestidae,"",Ectogonia,angulicollis,,NT,CL,Chile,Tarapacá ,Aroma,28/04/1969,Dorsal
124,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/124.jpg,Ectogonia buqueti,Ectogonia buqueti,Buprestidae,"",Ectogonia,buqueti,,NT,CL,Chile,Coquimbo ,Vicuña ,11/1989,Dorsal
125,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/125.jpg,Hiperantha testacea,Hiperantha testacea,Buprestidae,"",Hiperantha,testacea,,NT,,,,,,Dorsal
126,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/126.jpg,Hiperantha testacea,Hiperantha testacea,Buprestidae,"",Hiperantha,testacea,,NT,,,,,,Ventral
127,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/127.jpg,Hippomelas planicosta,Hippomelas planicosta,Buprestidae,"",Hippomelas,planicosta,,NA,US,United States,California,,,Dorsal
128,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/128.jpg,Hippomelas planicosta,Hippomelas planicosta,Buprestidae,"",Hippomelas,planicosta,,NA,US,United States,California,,,Lateral
129,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/129.jpg,Hippomelas planicosta,Hippomelas planicosta,Buprestidae,"",Hippomelas,planicosta,,NT,MX,Mexico,Chihuahua ,Chihuahua ,,Dorsal
130,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/130.jpg,Iridotaenia bellicosa,Iridotaenia bellicosa,Buprestidae,"",Iridotaenia,bellicosa,,AU,AU,Australia,Queensland ,Kuranda ,,Dorsal
131,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/131.jpg,Iridotaenia blanchardii,Iridotaenia blanchardii,Buprestidae,"",Iridotaenia,blanchardii,,OL,IN,India,Kerala,Trivandrum (=Thiruvananthapuram),,Dorsal
132,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/132.jpg,Julodimorpha backewelli,Julodimorpha backewelli,Buprestidae,"",Julodimorpha,backewelli,,AU,AU,Australia,Western Australia ,Geraldton,,Dorsal
133,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/133.jpg,Julodimorpha backewelli,Julodimorpha backewelli,Buprestidae,"",Julodimorpha,backewelli,,AU,AU,Australia,Western Australia ,Geraldton,,Lateral
134,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/134.jpg,Julodis albomaculata,Julodis albomaculata,Buprestidae,"",Julodis,albomaculata,,PA,TM,Turkmenistan,Kopet Dagh,Germab ,1894,Dorsal
135,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/135.jpg,Julodis albomaculata,Julodis albomaculata,Buprestidae,"",Julodis,albomaculata,,PA,TM,Turkmenistan,Kopet Dagh,Germab ,1894,Lateral
136,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/136.jpg,Julodis albomaculata,Julodis albomaculata,Buprestidae,"",Julodis,albomaculata,,PA,TM,Turkmenistan,Kopet Dagh,Germab ,1894,Dorsal
137,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/137.jpg,Julodis cirrosa,Julodis cirrosa,Buprestidae,"",Julodis,cirrosa,,AT,ZA,South Africa,Cape Province ,,,Dorsal
138,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/138.jpg,Julodis gariepina,Julodis gariepina,Buprestidae,"",Julodis,gariepina,,AT,ZA,South Africa,Cape Province ,,,Dorsal
139,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/139.jpg,Julodis humeralis,Julodis humeralis,Buprestidae,"",Julodis,humeralis,,AT,ZA,South Africa,Cape Province ,,,Dorsal
141,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/141.jpg,Julodis onopordi lampedusana,Julodis onopordi lampedusana,Buprestidae,"",Julodis,onopordi,lampedusana,PA,IT,Italy,Sicily ,Lampedusa,13/05/1977,Dorsal
143,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/143.jpg,Julodis sulcicollis var,Julodis sulcicollis var,Buprestidae,"",Julodis,sulcicollis,var,AT,ZA,South Africa,,Springbok,09/1989,Lateral
144,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/144.jpg,Julodis sulcicollis var,Julodis sulcicollis var,Buprestidae,"",Julodis,sulcicollis,var,AT,ZA,South Africa,,Springbok,09/1989,Dorsal
145,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/145.jpg,Julodis sulcicollis var,Julodis sulcicollis var,Buprestidae,"",Julodis,sulcicollis,var,AT,ZA,South Africa,,Springbok,09/1989,Lateral
146,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/146.jpg,Julodis sulcicollis var,Julodis sulcicollis var,Buprestidae,"",Julodis,sulcicollis,var,AT,ZA,South Africa,,Springbok,09/1989,Dorsal
147,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/147.jpg,Julodis variolaris freygessneri,Julodis variolaris freygessneri,Buprestidae,"",Julodis,variolaris,freygessneri,PA,TR,Turkey,,Tekke,,Dorsal
148,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/148.jpg,Julodis viridipes,Julodis viridipes,Buprestidae,"",Julodis,viridipes,,AT,ZA,South Africa,,Springbok,09/1989,Dorsal
149,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/149.jpg,Julodis viridipes,Julodis viridipes,Buprestidae,"",Julodis,viridipes,,AT,ZA,South Africa,,Springbok,09/1989,Lateral
150,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/150.jpg,Metataenia clotildae,Metataenia clotildae,Buprestidae,"",Metataenia,clotildae,,AU,PG,Papua New Guinea,Bougainville Island ,Buin,,Dorsal
151,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/151.jpg,Metataenia quadrisignata,Metataenia quadrisignata,Buprestidae,"",Metataenia,quadrisignata,,OL,ID,Indonesia,South Sulawesi ,Pulupulu,03/1996,Dorsal
152,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/152.jpg,Metaxiphora meecki,Metaxiphora meecki,Buprestidae,"",Metaxiphora,meecki,,AU,PG,Papua New Guinea,Morobe,"Aseki, Paiwini Village",11/1991,Dorsal
153,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/153.jpg,Paracupta auricollis,Paracupta auricollis,Buprestidae,"",Paracupta,auricollis,,AU,PG,Papua New Guinea,Morobe,Aseki,01/1993,Dorsal
154,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/154.jpg,Paracupta hoscheki gyleki,Paracupta hoscheki gyleki,Buprestidae,"",Paracupta,hoscheki,gyleki,PA,GB,United Kingdom,Hebrides ,,,Lateral
155,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/155.jpg,Paracupta hoscheki gyleki,Paracupta hoscheki gyleki,Buprestidae,"",Paracupta,hoscheki,gyleki,PA,GB,United Kingdom,Hebrides ,,,Dorsal
156,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/156.jpg,Phylocteanus maitlandi,Phylocteanus maitlandi,Buprestidae,"",Phylocteanus,maitlandi,,OL,ID,Indonesia,North Sumatra ,"Nias Island, Gunung Sitoli ",,Dorsal
157,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/157.jpg,Polybothris acuminata,Polybothris acuminata,Buprestidae,"",Polybothris,acuminata,,AT,MG,Madagascar,,Analatava,,Dorsal
158,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/158.jpg,Polybothris aequalis,Polybothris aequalis,Buprestidae,"",Polybothris,aequalis,,AT,MG,Madagascar,,,,Dorsal
159,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/159.jpg,Polybothris aequalis,Polybothris aequalis,Buprestidae,"",Polybothris,aequalis,,AT,MG,Madagascar,,,,Ventral
160,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/160.jpg,Polybothris alboplagiata,Polybothris alboplagiata,Buprestidae,"",Polybothris,alboplagiata,,AT,MG,Madagascar,,,,Dorsal
161,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/161.jpg,Polybothris amorpha,Polybothris amorpha,Buprestidae,"",Polybothris,amorpha,,AT,MG,Madagascar,,,,Dorsal
162,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/162.jpg,Polybothris amorpha,Polybothris amorpha,Buprestidae,"",Polybothris,amorpha,,AT,MG,Madagascar,,,,Ventral
163,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/163.jpg,Polybothris amorpha,Polybothris amorpha,Buprestidae,"",Polybothris,amorpha,,AT,MG,Madagascar,,,,Lateral
164,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/164.jpg,Polybothris analis,Polybothris analis,Buprestidae,"",Polybothris,analis,,AT,MG,Madagascar,,,,Dorsal
165,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/165.jpg,Polybothris analis,Polybothris analis,Buprestidae,"",Polybothris,analis,,AT,MG,Madagascar,,,11/1937,Dorsal
166,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/166.jpg,Polybothris analis,Polybothris analis,Buprestidae,"",Polybothris,analis,,AT,MG,Madagascar,,,,Ventral
167,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/167.jpg,Polybothris analis,Polybothris analis,Buprestidae,"",Polybothris,analis,,AT,MG,Madagascar,,,11/1937,Ventral
168,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/168.jpg,Polybothris aureospila,Polybothris aureospila,Buprestidae,"",Polybothris,aureospila,,AT,MG,Madagascar,,,,Dorsal
169,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/169.jpg,Polybothris aureospila,Polybothris aureospila,Buprestidae,"",Polybothris,aureospila,,AT,MG,Madagascar,,,,Ventral
170,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/170.jpg,Polybothris auriventris,Polybothris auriventris,Buprestidae,"",Polybothris,auriventris,,AT,MG,Madagascar,,,,Dorsal
171,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/171.jpg,Polybothris auriventris,Polybothris auriventris,Buprestidae,"",Polybothris,auriventris,,AT,MG,Madagascar,,,,Ventral
172,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/172.jpg,Polybothris auropicta,Polybothris auropicta,Buprestidae,"",Polybothris,auropicta,,AT,MG,Madagascar,,Tamatave (=Toamasina),,Dorsal
173,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/173.jpg,Polybothris deyrollei,Polybothris deyrollei,Buprestidae,"",Polybothris,deyrollei,,AT,MG,Madagascar,,,,Dorsal
174,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/174.jpg,Polybothris dilatata,Polybothris dilatata,Buprestidae,"",Polybothris,dilatata,,AT,MG,Madagascar,,,,Dorsal
175,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/175.jpg,Polybothris dilatata,Polybothris dilatata,Buprestidae,"",Polybothris,dilatata,,AT,MG,Madagascar,,,,Ventral
176,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/176.jpg,Polybothris expansicollis,Polybothris expansicollis,Buprestidae,"",Polybothris,expansicollis,,AT,MG,Madagascar,,Ambovombe,,Dorsal
177,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/177.jpg,Polybothris expansicollis,Polybothris expansicollis,Buprestidae,"",Polybothris,expansicollis,,AT,MG,Madagascar,,Ambovombe,,Ventral
178,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/178.jpg,Polybothris funebris,Polybothris funebris,Buprestidae,"",Polybothris,funebris,,AT,MG,Madagascar,,,,Dorsal
179,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/179.jpg,Polybothris grandidieri,Polybothris grandidieri,Buprestidae,"",Polybothris,grandidieri,,AT,MG,Madagascar,,,,Dorsal
180,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/180.jpg,Polybothris grandidieri,Polybothris grandidieri,Buprestidae,"",Polybothris,grandidieri,,AT,MG,Madagascar,,,,Ventral
181,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/181.jpg,Polybothris hildebrandti,Polybothris hildebrandti,Buprestidae,"",Polybothris,hildebrandti,,AT,MG,Madagascar,,,,Dorsal
182,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/182.jpg,Polybothris hildebrandti,Polybothris hildebrandti,Buprestidae,"",Polybothris,hildebrandti,,AT,MG,Madagascar,,,,Ventral
183,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/183.jpg,Polybothris lellievri confinis,Polybothris lellievri confinis,Buprestidae,"",Polybothris,lellievri,confinis,AT,MG,Madagascar,,Tuléar (=Toliara),,Dorsal
184,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/184.jpg,Polybothris luctuozi confluans,Polybothris luctuozi confluans,Buprestidae,"",Polybothris,luctuozi,confluans,AT,MG,Madagascar,,Maroantsetra ,,Ventral
185,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/185.jpg,Polybothris luctuozi fulgurans,Polybothris luctuozi fulgurans,Buprestidae,"",Polybothris,luctuozi,fulgurans,AT,MG,Madagascar,,Maroantsetra ,,Dorsal
186,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/186.jpg,Polybothris navicularis,Polybothris navicularis,Buprestidae,"",Polybothris,navicularis,,AT,MG,Madagascar,,Mahatsinjo,,Dorsal
187,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/187.jpg,Polybothris navicularis,Polybothris navicularis,Buprestidae,"",Polybothris,navicularis,,AT,MG,Madagascar,,Mahatsinjo,,Ventral
188,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/188.jpg,Polybothris obtusa,Polybothris obtusa,Buprestidae,"",Polybothris,obtusa,,AT,MG,Madagascar,,,,Dorsal
189,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/189.jpg,Polybothris obtusa,Polybothris obtusa,Buprestidae,"",Polybothris,obtusa,,AT,MG,Madagascar,,,,Ventral
190,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/190.jpg,Polybothris ochreata,Polybothris ochreata,Buprestidae,"",Polybothris,ochreata,,AT,MG,Madagascar,,Maroantsetra ,,Dorsal
191,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/191.jpg,Polybothris ochreata,Polybothris ochreata,Buprestidae,"",Polybothris,ochreata,,AT,MG,Madagascar,,Maroantsetra ,,Dorsal
